player,date,team,opponent,points,assists,rebounds,fantasy_points,minutes,trend_phase,games_in_trend,dip_type,fantasy_points_roll_3,fantasy_points_pct_drop,cycle_performance_score,days_in_cycle,percent_drop_from_avg
Tina Charles,2024-05-26,ATL,MIN,14,1,4,23.0,28.616666666666667,Trough,1,unknown,23.0,0.23136246786632392,0.06940874035989716,11,23.1
Kayla McBride,2024-05-26,MIN,ATL,31,1,1,41.0,31.6,Peak,2,none,33.333333333333336,-0.2757605495583907,0.22473012757605498,12,-27.6
Courtney Williams,2024-05-26,MIN,ATL,9,5,6,20.0,28.816666666666663,Stable,2,none,24.333333333333332,0.005788219271365445,-0.08069458631256389,12,0.6
Laeticia Amihere,2024-05-26,ATL,MIN,0,0,0,0.0,0.5166666666666667,Trough,1,unknown,2.0,0.42372881355932207,0.0,0,42.4
Lorela Cubaj,2024-05-26,ATL,MIN,0,0,0,0.0,1.8166666666666669,Stable,1,none,0.0,1.0,-0.8108108108108109,0,100.0
Jacy Sheldon,2024-05-26,DAL,LAS,0,0,0,0.0,7.883333333333333,Trough,1,unknown,6.0,0.5180722891566265,0.044176706827309294,11,51.8
Li Yueru,2024-05-26,LAS,DAL,10,0,9,19.0,18.3,Recovery,2,none,8.0,0.2418952618453865,0.10556940980881128,11,24.2
Haley Jones,2024-05-26,ATL,MIN,0,5,2,7.0,20.566666666666663,Trough,1,unknown,7.666666666666667,0.19930374238468224,0.07049608355091391,11,19.9
Crystal Dangerfield,2024-05-26,ATL,MIN,5,2,1,9.0,14.85,Stable,4,none,10.0,-0.3043478260869565,0.5652173913043478,11,-30.4
Kia Nurse,2024-05-26,LAS,DAL,0,3,0,3.0,17.283333333333335,Descending,1,cycle,11.666666666666666,0.0903183885640026,-0.19428200129954507,11,9.0
Allisha Gray,2024-05-26,ATL,MIN,7,3,1,11.0,30.23333333333333,Stable,1,none,29.333333333333332,-0.05231689088191326,-0.2914798206278027,11,-5.2
Rae Burrell,2024-05-26,LAS,DAL,0,0,0,0.0,2.6666666666666665,Stable,2,none,0.0,1.0,-0.20430107526881716,11,100.0
Teaira McCowan,2024-05-26,DAL,LAS,12,1,5,24.0,21.883333333333333,Peak,1,none,30.333333333333332,-0.21958762886597932,-0.2494845360824742,11,-22.0
Rhyne Howard,2024-05-26,ATL,MIN,23,5,5,48.0,34.36666666666667,Peak,1,none,41.0,-0.26804123711340194,0.03092783505154639,11,-26.8
Aari McDonald,2024-05-26,LAS,DAL,9,1,3,16.0,19.25,Recovery,2,none,7.666666666666667,0.5676066522053506,0.0,0,56.8
Naz Hillmon,2024-05-26,ATL,MIN,9,1,3,16.0,17.333333333333332,Stable,1,none,11.666666666666666,0.15611814345991562,0.12115732368896931,11,15.6
Natisha Hiedeman,2024-05-26,MIN,ATL,5,3,3,13.0,18.766666666666666,Stable,5,none,13.0,-0.15555555555555556,0.022222222222222223,12,-15.6
Layshia Clarendon,2024-05-26,LAS,DAL,4,0,0,4.0,7.45,Trough,1,unknown,8.333333333333334,0.21171171171171163,0.0,0,21.2
Rickea Jackson,2024-05-26,LAS,DAL,4,0,3,7.0,24.35,Trough,1,unknown,14.333333333333334,0.34401220442410374,0.02212051868802429,11,34.4
Napheesa Collier,2024-05-26,MIN,ATL,20,7,8,45.0,29.816666666666663,Stable,1,none,47.666666666666664,-0.16093600764087854,0.07163323782234948,12,-16.1
Bridget Carleton,2024-05-26,MIN,ATL,6,2,5,17.0,28.5,Descending,1,cycle,17.666666666666668,0.13875,0.1456249999999999,12,13.9
Stephanie Talbot,2024-05-26,LAS,DAL,0,3,2,7.0,7.333333333333333,Recovery,2,none,4.0,0.6234096692111959,-0.18405428329092452,11,62.3
Arike Ogunbowale,2024-05-26,DAL,LAS,20,5,5,32.0,37.36666666666667,Stable,1,none,44.666666666666664,-0.1248067152639717,-0.026286724099845404,11,-12.5
Aerial Powers,2024-05-26,ATL,MIN,9,2,6,18.0,19.98333333333333,Recovery,2,none,12.0,0.27142857142857135,0.0,0,27.1
Lexie Brown,2024-05-26,LAS,DAL,12,6,4,24.0,26.516666666666666,Stable,2,none,24.666666666666668,-0.41966426858513195,0.0,0,-42.0
Maddy Siegrist,2024-05-26,DAL,LAS,15,1,8,30.0,34.233333333333334,Peak,2,none,27.333333333333332,-0.7488151658767772,0.0,0,-74.9
Cameron Brink,2024-05-26,LAS,DAL,21,3,2,35.0,23.516666666666666,Peak,2,none,33.0,-0.5,0.0,0,-50.0
Nia Coffey,2024-05-26,ATL,MIN,2,3,2,9.0,12.916666666666666,Recovery,2,none,6.0,0.3424657534246575,0.0136986301369863,11,34.2
Stephanie Soares,2024-05-26,DAL,LAS,2,0,5,7.0,10.083333333333334,Descending,1,fatigue,4.333333333333333,0.07443365695792883,0.0,0,7.4
Alanna Smith,2024-05-26,MIN,ATL,17,5,4,33.0,33.31666666666667,Stable,5,none,26.0,-0.008955223880596982,0.04776119402985071,12,-0.9
Dearica Hamby,2024-05-26,LAS,DAL,19,4,13,36.0,38.2,Stable,5,none,38.333333333333336,-0.11111111111111117,0.11111111111111117,11,-11.1
Sevgi Uzun,2024-05-26,DAL,LAS,11,8,5,28.0,34.766666666666666,Peak,2,none,20.0,-0.6842105263157895,0.6561403508771931,11,-68.4
Dorka Juhász,2024-05-26,MIN,ATL,4,0,4,12.0,16.866666666666667,Stable,2,none,12.5,-0.0786802030456853,-0.43908629441624364,1,-7.9
Kalani Brown,2024-05-26,DAL,LAS,6,3,4,17.0,18.133333333333333,Trough,1,cycle,9.0,0.20408163265306128,-0.23356009070294795,11,20.4
Cecilia Zandalasini,2024-05-26,MIN,ATL,0,0,0,0.0,12.316666666666666,Trough,1,cycle,5.333333333333333,0.39221272554605896,-0.7720797720797721,12,39.2
Zia Cooke,2024-05-26,LAS,DAL,4,1,1,6.0,15.15,Trough,1,cycle,4.0,0.32947976878612717,-0.5529865125240848,11,32.9
Monique Billings,2024-05-26,DAL,LAS,18,4,12,36.0,35.68333333333333,Peak,2,none,37.333333333333336,-1.1753280839895015,0.2964566929133859,8,-117.5
Nneka Ogwumike,2024-05-25,SEA,WAS,19,4,4,31.0,28.23333333333333,Stable,4,none,38.333333333333336,-0.18887957530036334,-0.03855825649622796,11,-18.9
Betnijah Laney-Hamilton,2024-05-25,NYL,MIN,4,2,3,11.0,35.88333333333333,Trough,1,cycle,17.0,0.2642967542503864,-0.5239567233384853,11,26.4
Katie Lou Samuelson,2024-05-25,IND,LVA,3,1,2,9.0,23.9,Recovery,1,none,6.666666666666667,0.3333333333333333,-0.1,11,33.3
Natisha Hiedeman,2024-05-25,MIN,NYL,5,4,3,17.0,18.45,Stable,4,none,14.333333333333334,-0.27407407407407414,0.3333333333333333,11,-27.4
Diana Taurasi,2024-05-25,PHO,DAL,28,2,5,41.0,30.266666666666666,Peak,1,none,30.333333333333332,-0.15311510031678974,0.06441393875395982,11,-15.3
Kahleah Copper,2024-05-25,PHO,DAL,32,2,1,41.0,35.61666666666667,Stable,1,none,43.333333333333336,-0.37389317337903466,-0.032990574121679515,11,-37.4
Diamond DeShields,2024-05-25,CHI,CON,3,5,2,14.0,16.883333333333333,Stable,3,none,23.333333333333332,-1.5140291806958472,-0.13804713804713806,10,-151.4
Lindsay Allen,2024-05-25,CHI,CON,6,2,2,14.0,15.633333333333333,Recovery,2,none,9.666666666666666,0.34794828555368185,0.4165261382799326,10,34.8
Sophie Cunningham,2024-05-25,PHO,DAL,11,2,2,21.0,24.433333333333334,Stable,1,none,22.0,-0.1891891891891892,-0.24324324324324326,11,-18.9
Brianna Turner,2024-05-25,CHI,CON,0,0,0,0.0,0.95,Stable,4,none,5.666666666666667,-0.09285714285714293,0.0,0,-9.3
Dana Evans,2024-05-25,CHI,CON,13,1,0,19.0,27.9,Stable,1,none,22.0,-0.653179190751445,0.16473988439306353,10,-65.3
Stephanie Soares,2024-05-25,DAL,PHO,2,1,1,4.0,6.166666666666667,Stable,4,none,8.666666666666666,-0.8511326860841424,0.0,0,-85.1
Karlie Samuelson,2024-05-25,WAS,SEA,16,0,3,22.0,25.78333333333333,Descending,1,unknown,15.333333333333334,0.08126721763085398,0.038567493112947555,11,8.1
Kiana Williams,2024-05-25,SEA,WAS,0,1,0,1.0,10.583333333333334,Trough,1,fatigue,0.3333333333333333,0.7936507936507937,0.0,0,79.4
Nyara Sabally,2024-05-25,NYL,MIN,2,1,2,7.0,13.116666666666667,Descending,1,unknown,11.666666666666666,0.08634538152610452,0.0,0,8.6
A'ja Wilson,2024-05-25,LVA,IND,29,2,15,51.0,30.73333333333333,Descending,2,unknown,45.666666666666664,0.09192394906680627,-0.01569858712715858,11,9.2
Grace Berger,2024-05-25,IND,LVA,3,0,2,8.0,6.1,Stable,3,none,8.333333333333334,-0.41025641025641035,0.0,0,-41.0
Nika Mühl,2024-05-25,SEA,WAS,0,0,2,2.0,3.583333333333333,Stable,2,none,2.0,-0.391304347826087,0.0,0,-39.1
Alissa Pili,2024-05-25,MIN,NYL,0,0,1,1.0,1.8166666666666669,Stable,1,none,3.0,0.3888888888888889,0.0,0,38.9
DiJonai Carrington,2024-05-25,CON,CHI,16,1,6,23.0,33.333333333333336,Trough,1,unknown,20.0,0.1657754010695187,-0.04064171122994653,11,16.6
Breanna Stewart,2024-05-25,NYL,MIN,20,5,11,43.0,33.35,Stable,2,none,42.0,-0.06117021276595739,0.19592198581560283,11,-6.1
Erica Wheeler,2024-05-25,IND,LVA,5,2,2,12.0,13.183333333333334,Descending,1,cycle,7.333333333333333,0.10903426791277253,0.457943925233645,11,10.9
Leonie Fiebich,2024-05-25,NYL,MIN,11,0,1,15.0,19.366666666666667,Recovery,1,none,6.333333333333333,0.5798783858485351,0.37092316196793823,11,58.0
Olivia Époupa,2024-05-25,MIN,NYL,0,0,0,2.0,1.8166666666666669,Trough,1,unknown,3.6666666666666665,0.28352490421455934,0.0,0,28.4
Kiah Stokes,2024-05-25,LVA,IND,0,1,5,10.0,25.4,Peak,2,none,15.666666666666666,-0.5911458333333331,0.16796874999999994,11,-59.1
Kalani Brown,2024-05-25,DAL,PHO,4,1,1,8.0,13.266666666666667,Stable,1,none,11.0,0.027210884353741555,0.3265306122448979,10,2.7
Tyasha Harris,2024-05-25,CON,CHI,15,3,5,27.0,31.916666666666668,Stable,1,none,20.333333333333332,-0.04068241469816258,0.38188976377952744,11,-4.1
Alanna Smith,2024-05-25,MIN,NYL,15,1,1,20.0,21.45,Stable,4,none,29.333333333333332,-0.1383084577114427,-0.1074626865671642,11,-13.8
Rachel Banham,2024-05-25,CON,CHI,7,1,0,9.0,10.733333333333333,Trough,1,cycle,8.333333333333334,0.22334172963895882,0.491183879093199,11,22.3
Megan Gustafson,2024-05-25,LVA,IND,0,0,1,1.0,8.033333333333333,Descending,1,cycle,6.666666666666667,0.0984578884934756,-0.9323843416370107,11,9.8
Emily Engstler,2024-05-25,WAS,SEA,2,1,3,6.0,11.333333333333334,Stable,2,none,5.5,0.6371134020618556,0.09965635738831623,6,63.7
Stefanie Dolson,2024-05-25,WAS,SEA,8,1,1,12.0,22.23333333333333,Trough,2,cycle,15.0,0.28308823529411764,0.2107843137254901,11,28.3
Olivia Nelson-Ododa,2024-05-25,CON,CHI,0,0,2,6.0,14.583333333333334,Descending,2,cycle,7.0,0.125,-0.25,11,12.5
Michaela Onyenwere,2024-05-25,CHI,CON,3,1,1,8.0,17.533333333333335,Stable,4,none,12.333333333333334,-0.02777777777777783,-0.125,10,-2.8
Lexie Hull,2024-05-25,IND,LVA,12,1,2,17.0,18.23333333333333,Recovery,2,none,9.0,0.24444444444444446,0.4271604938271605,9,24.4
Ezi Magbegor,2024-05-25,SEA,WAS,16,2,6,32.0,24.53333333333333,Stable,3,none,28.0,0.02264150943396228,0.11698113207547169,11,2.3
DiDi Richards,2024-05-25,WAS,SEA,7,0,1,8.0,10.016666666666667,Stable,1,none,7.333333333333333,-0.4666666666666666,0.0,0,-46.7
Mercedes Russell,2024-05-25,SEA,WAS,6,2,7,17.0,18.933333333333334,Stable,2,none,11.0,-0.17291066282420742,0.8126801152737751,11,-17.3
Dorka Juhász,2024-05-25,MIN,NYL,4,1,4,13.0,17.4,Stable,1,none,13.0,-0.12182741116751272,0.2944162436548224,0,-12.2
DeWanna Bonner,2024-05-25,CON,CHI,19,3,8,35.0,34.63333333333333,Stable,1,none,32.666666666666664,-0.1614814814814814,0.24444444444444444,11,-16.1
Kate Martin,2024-05-25,LVA,IND,12,1,7,24.0,22.03333333333333,Peak,1,none,13.333333333333334,-1.03288490284006,0.9058295964125561,7,-103.3
Teaira McCowan,2024-05-25,DAL,PHO,13,5,7,27.0,26.73333333333333,Stable,1,none,27.333333333333332,-0.09896907216494838,-0.27628865979381445,10,-9.9
Natasha Mack,2024-05-25,PHO,DAL,0,3,3,14.0,18.316666666666663,Stable,1,none,20.0,-0.4705882352941177,-0.08088235294117645,11,-47.1
Arike Ogunbowale,2024-05-25,DAL,PHO,40,4,7,66.0,38.15,Peak,1,none,51.666666666666664,-0.30108239452175833,0.07024519549370448,10,-30.1
Jewell Loyd,2024-05-25,SEA,WAS,18,1,4,31.0,30.916666666666668,Stable,1,none,37.666666666666664,-0.1527433140336365,-0.05128205128205133,11,-15.3
Sika Koné,2024-05-25,MIN,NYL,4,1,1,6.0,4.5,Recovery,1,none,5.0,0.30412371134020616,0.0,0,30.4
Jacy Sheldon,2024-05-25,DAL,PHO,6,1,1,10.0,14.4,Recovery,1,none,10.0,0.19678714859437746,0.6867469879518073,10,19.7
Brionna Jones,2024-05-25,CON,CHI,16,0,6,26.0,23.1,Ascending,1,none,26.0,-0.07216494845360824,0.07216494845360824,11,-7.2
Napheesa Collier,2024-05-25,MIN,NYL,15,4,12,40.0,34.833333333333336,Peak,2,none,52.666666666666664,-0.2827125119388728,0.02292263610315178,11,-28.3
Monique Billings,2024-05-25,DAL,PHO,18,3,8,37.0,33.833333333333336,Peak,1,none,29.0,-0.6897637795275592,0.3692913385826772,7,-69.0
Kelsey Mitchell,2024-05-25,IND,LVA,16,2,2,23.0,31.78333333333333,Descending,2,cycle,25.333333333333332,0.09036505086774395,-0.17414721723518856,11,9.0
Alysha Clark,2024-05-25,LVA,IND,8,5,6,29.0,30.633333333333333,Peak,1,none,22.333333333333332,-0.5141242937853107,0.423728813559322,11,-51.4
Jade Melbourne,2024-05-25,WAS,SEA,13,3,2,21.0,21.516666666666666,Recovery,1,none,9.333333333333334,0.11679454390451835,0.7979539641943733,6,11.7
Jordan Horston,2024-05-25,SEA,WAS,8,1,2,13.0,15.216666666666669,Trough,1,cycle,14.333333333333334,0.16317365269461073,-0.24101796407185627,11,16.3
Ariel Atkins,2024-05-25,WAS,SEA,2,2,5,11.0,25.65,Descending,1,cycle,23.333333333333332,0.14136767862618835,-0.3866911990187059,11,14.1
Sami Whitcomb,2024-05-25,SEA,WAS,12,5,1,28.0,19.9,Peak,3,none,24.0,-1.0734341252699786,1.4190064794816417,11,-107.3
Morgan Bertsch,2024-05-25,PHO,DAL,0,0,1,1.0,5.5,Stable,1,none,4.333333333333333,-0.014184397163120555,0.0,0,-1.4
Temi Fágbénlé,2024-05-25,IND,LVA,13,2,8,25.0,26.2,Peak,4,none,25.666666666666668,-0.7756813417190775,0.0,0,-77.6
Lou Lopez Sénéchal,2024-05-25,DAL,PHO,0,0,1,1.0,1.1166666666666667,Stable,1,none,0.6666666666666666,0.6727272727272728,0.0,0,67.3
Moriah Jefferson,2024-05-25,CON,CHI,0,2,0,4.0,5.533333333333333,Stable,4,none,8.0,-1.0444444444444445,0.0,0,-104.4
Kelsey Plum,2024-05-25,LVA,IND,20,7,0,30.0,32.38333333333333,Stable,1,none,35.0,-0.20909090909090916,-0.13636363636363633,11,-20.9
Celeste Taylor,2024-05-25,IND,LVA,0,1,0,1.0,4.383333333333334,Stable,1,none,1.0,0.8705882352941177,0.0,0,87.1
NaLyssa Smith,2024-05-25,IND,LVA,8,0,6,18.0,18.85,Descending,1,cycle,20.666666666666668,0.08148148148148143,-0.2,11,8.1
Shatori Walker-Kimbrough,2024-05-25,WAS,SEA,5,0,1,11.0,15.883333333333333,Stable,1,none,14.666666666666666,0.018952062430323293,-0.018952062430323293,11,1.9
Sydney Colson,2024-05-25,LVA,IND,6,0,1,9.0,11.816666666666666,Recovery,2,none,4.333333333333333,0.22796934865900392,0.6034482758620688,11,22.8
Cecilia Zandalasini,2024-05-25,MIN,NYL,6,2,2,12.0,11.483333333333333,Recovery,1,none,6.0,0.3162393162393163,-0.278252611585945,11,31.6
Alyssa Thomas,2024-05-25,CON,CHI,9,6,6,23.0,23.116666666666667,Stable,2,none,37.333333333333336,-0.2072217731069793,-0.2562651576394503,11,-20.7
Marina Mabrey,2024-05-25,CHI,CON,23,4,5,38.0,36.73333333333333,Peak,1,none,39.333333333333336,-0.38741916519694297,0.34038800705467365,10,-38.7
Maddy Siegrist,2024-05-25,DAL,PHO,22,4,9,40.0,37.15,Peak,1,none,20.666666666666668,-0.32227488151658773,0.0,0,-32.2
Sevgi Uzun,2024-05-25,DAL,PHO,2,4,3,15.0,29.183333333333334,Peak,1,none,17.666666666666668,-0.4877192982456141,0.43157894736842106,10,-48.8
Jonquel Jones,2024-05-25,NYL,MIN,4,3,6,15.0,27.683333333333334,Trough,2,cycle,19.666666666666668,0.38541666666666663,-0.13541666666666663,11,38.5
Angel Reese,2024-05-25,CHI,CON,13,2,5,22.0,33.11666666666667,Trough,1,cycle,23.666666666666668,0.26447288238878736,-0.22303473491773315,10,26.4
Kayla Thornton,2024-05-25,NYL,MIN,0,0,1,3.0,7.25,Stable,1,none,5.666666666666667,0.519774011299435,0.5536723163841806,11,52.0
Caitlin Clark,2024-05-25,IND,LVA,8,7,5,24.0,28.516666666666666,Descending,2,cycle,35.333333333333336,0.12487100103199168,-0.4055727554179567,11,12.5
Myisha Hines-Allen,2024-05-25,WAS,SEA,0,2,5,9.0,18.166666666666668,Stable,1,none,10.666666666666666,0.37254901960784315,-0.5490196078431372,11,37.3
Sabrina Ionescu,2024-05-25,NYL,MIN,13,1,3,19.0,26.28333333333333,Descending,1,unknown,29.333333333333332,0.14519427402862994,-0.03834355828220864,11,14.5
Chennedy Carter,2024-05-25,CHI,CON,11,1,1,19.0,14.533333333333331,Recovery,2,none,19.333333333333332,0.2823397075365579,-0.3318335208098987,10,28.2
Natasha Cloud,2024-05-25,PHO,DAL,9,12,4,31.0,35.96666666666667,Peak,1,none,33.0,-0.19088319088319095,0.06457739791073129,11,-19.1
Jackie Young,2024-05-25,LVA,IND,22,6,1,36.0,31.48333333333333,Stable,4,none,42.0,-0.41144414168937327,-0.14305177111716624,11,-41.1
Rebecca Allen,2024-05-25,PHO,DAL,5,1,3,10.0,14.5,Stable,1,none,8.666666666666666,0.4918566775244301,0.0,0,49.2
Aliyah Boston,2024-05-25,IND,LVA,12,4,6,22.0,26.366666666666667,Trough,1,cycle,20.333333333333332,0.331140350877193,-0.2763157894736842,11,33.1
Bridget Carleton,2024-05-25,MIN,NYL,14,3,2,27.0,29.75,Recovery,1,none,18.0,0.12250000000000007,-0.008750000000000141,11,12.3
Marquesha Davis,2024-05-25,NYL,MIN,0,0,0,0.0,1.8166666666666669,Trough,2,unknown,0.0,1.0,0.0,0,100.0
Mikiah Herbert Harrigan,2024-05-25,PHO,DAL,0,0,1,1.0,1.4333333333333331,Trough,1,cycle,3.0,0.5829596412556054,-0.5134529147982063,11,58.3
Kennedy Burke,2024-05-25,NYL,MIN,0,0,0,0.0,5.766666666666667,Trough,3,cycle,2.6666666666666665,0.6699239956568948,-0.4223669923995657,11,67.0
Ivana Dojkić,2024-05-25,NYL,MIN,1,0,0,1.0,1.8166666666666669,Trough,1,unknown,4.0,0.3696969696969697,0.0,0,37.0
Skylar Diggins,2024-05-25,SEA,WAS,16,9,1,28.0,26.08333333333333,Trough,2,unknown,19.333333333333332,0.3629873695771555,-0.07742998352553547,11,36.3
Sug Sutton,2024-05-25,PHO,DAL,3,2,2,8.0,13.733333333333333,Stable,2,none,11.666666666666666,-0.6832504145936981,0.15422885572139297,11,-68.3
Kayla McBride,2024-05-25,MIN,NYL,14,5,5,32.0,34.083333333333336,Peak,1,none,31.333333333333332,-0.19921491658488713,-0.043179587831207046,11,-19.9
Tiffany Mitchell,2024-05-25,CON,CHI,4,1,4,9.0,18.9,Stable,1,none,8.0,0.058823529411764705,0.0,0,5.9
Victoria Vivians,2024-05-25,SEA,WAS,2,2,4,8.0,16.983333333333334,Stable,1,none,12.666666666666666,-0.6419753086419752,0.03703703703703702,11,-64.2
Courtney Williams,2024-05-25,MIN,NYL,7,5,4,19.0,24.416666666666668,Stable,1,none,27.0,-0.10316649642492333,-0.08750425604358199,11,-10.3
Astou Ndour-Fall,2024-05-25,CON,CHI,0,0,1,3.0,4.15,Stable,1,none,2.6666666666666665,-0.047619047619047575,0.0,0,-4.8
Aaliyah Edwards,2024-05-25,WAS,SEA,4,1,5,12.0,28.266666666666666,Trough,1,cycle,15.0,0.151414309484193,-0.12312811980033275,11,15.1
Liz Dixon,2024-05-25,PHO,DAL,4,2,3,15.0,20.25,Peak,1,none,10.333333333333334,-0.8600000000000002,0.0,0,-86.0
Courtney Vandersloot,2024-05-25,NYL,MIN,12,6,3,30.0,27.666666666666668,Peak,1,none,20.0,-0.18095238095238106,0.2104761904761906,11,-18.1
Julie Vanloo,2024-05-25,WAS,SEA,12,3,1,18.0,21.15,Peak,3,none,26.333333333333332,-0.6356107660455484,-0.23395445134575574,11,-63.6
Aliyah Boston,2024-05-24,IND,LAS,17,2,6,29.0,29.6,Recovery,1,none,21.666666666666668,0.2872807017543859,-0.0871710526315789,10,28.7
Cameron Brink,2024-05-24,LAS,IND,15,2,9,35.0,26.25,Peak,1,none,29.0,-0.3181818181818182,0.0,0,-31.8
Aari McDonald,2024-05-24,LAS,IND,6,0,0,6.0,9.7,Recovery,1,none,3.6666666666666665,0.7932031814895155,0.0,0,79.3
Erica Wheeler,2024-05-24,IND,LAS,1,0,1,2.0,12.433333333333334,Peak,1,none,9.666666666666666,-0.17445482866043618,-0.028037383177569996,10,-17.4
Caitlin Clark,2024-05-24,IND,LAS,11,8,10,41.0,36.86666666666667,Descending,1,unknown,38.0,0.058823529411764705,-0.0030959752321981426,10,5.9
Lexie Brown,2024-05-24,LAS,IND,5,3,5,15.0,38.23333333333333,Stable,1,none,26.0,-0.49640287769784175,0.0,0,-49.6
Kia Nurse,2024-05-24,LAS,IND,4,3,2,11.0,26.366666666666667,Stable,4,none,17.666666666666668,-0.37751786874593907,-0.14230019493177384,9,-37.8
Stephanie Talbot,2024-05-24,LAS,IND,0,0,2,4.0,8.933333333333334,Recovery,1,none,3.0,0.7175572519083969,-0.6234096692111959,9,71.8
Zia Cooke,2024-05-24,LAS,IND,4,0,0,5.0,4.7,Recovery,1,none,5.0,0.161849710982659,-0.161849710982659,9,16.2
Layshia Clarendon,2024-05-24,LAS,IND,2,2,2,8.0,20.666666666666668,Stable,4,none,10.666666666666666,-0.009009009009008978,0.0,0,-0.9
Kelsey Mitchell,2024-05-24,IND,LAS,18,2,2,26.0,33.86666666666667,Descending,1,cycle,25.666666666666668,0.07839616995810893,0.14003590664272886,10,7.8
Temi Fágbénlé,2024-05-24,IND,LAS,17,3,6,31.0,30.73333333333333,Peak,3,none,24.333333333333332,-0.6834381551362682,0.0,0,-68.3
Dearica Hamby,2024-05-24,LAS,IND,18,7,12,38.0,36.11666666666667,Stable,4,none,41.333333333333336,-0.19806763285024162,0.10144927536231885,9,-19.8
Katie Lou Samuelson,2024-05-24,IND,LAS,2,1,1,4.0,13.5,Trough,1,cycle,5.0,0.5,0.1333333333333334,10,50.0
Kristy Wallace,2024-05-24,IND,LAS,7,5,3,18.0,31.383333333333333,Peak,2,none,16.0,-0.4804270462633451,0.0,0,-48.0
Li Yueru,2024-05-24,LAS,IND,3,1,1,5.0,8.266666666666667,Recovery,1,none,2.6666666666666665,0.7472984206151289,-0.5261845386533666,9,74.7
Rickea Jackson,2024-05-24,LAS,IND,16,0,2,20.0,20.766666666666666,Recovery,2,none,18.0,0.1762013729977117,-0.0846681922196797,9,17.6
NaLyssa Smith,2024-05-24,IND,LAS,5,1,3,10.0,11.633333333333333,Stable,1,none,23.666666666666668,-0.051851851851851906,-0.03333333333333333,10,-5.2
Angel Reese,2024-05-23,CHI,NYL,13,1,9,25.0,31.316666666666663,Recovery,1,none,24.0,0.2541133455210238,0.02559414990859223,8,25.4
Ariel Atkins,2024-05-23,WAS,PHO,16,4,5,29.0,31.216666666666665,Ascending,1,none,29.666666666666668,-0.09168966574670348,-0.09843606255749772,9,-9.2
Alanna Smith,2024-05-23,MIN,CON,10,2,7,25.0,23.416666666666668,Stable,3,none,37.666666666666664,-0.4616915422885571,-0.04925373134328361,9,-46.2
Kayla McBride,2024-05-23,MIN,CON,13,4,1,27.0,39.8,Stable,3,none,29.333333333333332,-0.12266928361138368,0.0716388616290481,9,-12.3
Kayla Thornton,2024-05-23,NYL,CHI,3,0,1,4.0,13.366666666666667,Trough,1,unknown,5.666666666666667,0.519774011299435,-0.06779661016949158,9,52.0
Alyssa Thomas,2024-05-23,CON,MIN,18,5,7,38.0,43.56666666666667,Stable,1,none,41.666666666666664,-0.34734572891403925,0.22877930476960384,9,-34.7
Tiffany Mitchell,2024-05-23,CON,MIN,5,1,3,13.0,26.0,Recovery,1,none,5.0,0.4117647058823529,0.0,0,41.2
Lindsay Allen,2024-05-23,CHI,NYL,8,2,1,11.0,18.73333333333333,Recovery,1,none,7.666666666666667,0.4828555368184373,-0.2580101180438448,8,48.3
Alissa Pili,2024-05-23,MIN,CON,0,0,0,0.0,3.633333333333333,Trough,1,unknown,3.0,0.3888888888888889,0.0,0,38.9
Marina Mabrey,2024-05-23,CHI,NYL,21,7,6,37.0,36.11666666666667,Stable,3,none,39.0,-0.3756613756613756,0.16402116402116396,8,-37.6
Tyasha Harris,2024-05-23,CON,MIN,7,3,2,13.0,37.88333333333333,Trough,1,cycle,15.0,0.2322834645669292,-0.33464566929133865,9,23.2
Sug Sutton,2024-05-23,PHO,WAS,0,3,2,7.0,9.316666666666666,Stable,1,none,12.0,-0.7313432835820894,0.00995024875621886,9,-73.1
Liz Dixon,2024-05-23,PHO,WAS,0,0,3,9.0,10.633333333333333,Ascending,1,none,6.333333333333333,-0.13999999999999999,0.0,0,-14.0
Astou Ndour-Fall,2024-05-23,CON,MIN,0,0,1,1.0,6.25,Trough,1,unknown,1.6666666666666667,0.3452380952380952,0.0,0,34.5
Kennedy Burke,2024-05-23,NYL,CHI,3,0,1,5.0,5.5,Trough,2,cycle,3.0,0.6286644951140066,0.2996742671009771,9,62.9
Julie Vanloo,2024-05-23,WAS,PHO,15,4,7,31.0,26.6,Peak,2,none,24.666666666666668,-0.5320910973084886,0.2732919254658384,9,-53.2
Sika Koné,2024-05-23,MIN,CON,0,0,0,0.0,0.0666666666666666,Stable,2,none,4.5,0.37371134020618557,0.0,0,37.4
